OpCode,SiteName,Waypoint,Lattitude,Longitude,MapDatum,MapMethod,Date,TimeIn,BruvType,UNIQUE_ID,UTMzone,Easting,Northing,FieldLead,FieldTeam,MonType,Bottom Temp
PIEO04_1604,Pages Islands East Outside 04,706,-35.7773935329169,138.294811556115,WGS84,GPS,2016-04-19T14:30:00Z,1:36:25 PM,Stereo,153,54,255475,6037365,Sholland,BST,Core,17.3
SGCI01_1601,Sponge Gardens Central In 01,657,-35.7413315679878,138.036280721426,WGS84,GPS,2016-01-20T13:30:00Z,11:38:43 AM,Stereo,73,54,231979,6040690,SHolland,BST,Core,19.2
SGCI03_1601,Sponge Gardens Central In 03,655,-35.7412987109273,138.043100908398,WGS84,GPS,2016-01-20T13:30:00Z,11:22:23 AM,Stereo,73,54,232596,6040712,SHolland,BST,Core,19.1
SGCI04_1601,Sponge Gardens Central In 04,654,-35.7417514175176,138.045249106362,WGS84,GPS,2016-01-20T13:30:00Z,11:14:46 AM,Stereo,73,54,232792,6040668,SHolland,BST,Core,19.1
SGCO01_1601,Sponge Gardens Central Out 01,641,-35.7208353001624,137.960136076435,WGS84,GPS,2016-01-19T13:30:00Z,11:28:37 AM,Stereo,201,53,767765,6042974,SHolland,BST,Core,19.6
SGCO02_1601,Sponge Gardens Central Out 02,640,-35.7201227545738,137.962363315746,WGS84,GPS,2016-01-19T13:30:00Z,11:21:23 AM,Stereo,201,53,767969,6043047,SHolland,BST,Core,19.5
SGCO03_1601,Sponge Gardens Central Out 03,639,-35.7193213608115,137.965244008228,WGS84,GPS,2016-01-19T13:30:00Z,11:12:34 AM,Stereo,201,53,768233,6043128,SHolland,BST,Core,19.4
SGCO04_1601,Sponge Gardens Central Out 04,638,-35.7193478476256,137.969198422506,WGS84,GPS,2016-01-19T13:30:00Z,11:03:44 AM,Stereo,201,53,768590,6043114,SHolland,BST,Core,19.4
SGEI01_1601,Sponge Gardens East In 01,651,-35.7528670784085,138.060054229572,WGS84,GPS,2016-01-20T13:30:00Z,1/01/1900 9:42:51 AM,Stereo,73,54,234168,6039475,SHolland,BST,Core,19
SGEI02_1601,Sponge Gardens East In 02,650,-35.7550316210836,138.06247475557,WGS84,GPS,2016-01-20T13:30:00Z,1/01/1900 9:31:35 AM,Stereo,73,54,234394,6039241,SHolland,BST,Core,19
SGEI04_1601,Sponge Gardens East In 04,648,-35.7584614120423,138.066477617248,WGS84,GPS,2016-01-20T13:30:00Z,1/01/1900 9:14:47 AM,Stereo,73,54,234768,6038871,SHolland,BST,Core,19
SGEO01_1601,Sponge Gardens East Out 01,634,-35.7260790187865,137.995577948167,WGS84,GPS,2016-01-19T13:30:00Z,1/01/1900 9:02:03 AM,Stereo,153,53,770954,6042295,SHolland,BST,Core,18.9
SGEO02_1601,Sponge Gardens East Out 02,635,-35.7257729955017,137.998229898512,WGS84,GPS,2016-01-19T13:30:00Z,1/01/1900 9:11:43 AM,Stereo,153,53,771195,6042321,SHolland,BST,Core,19
SGEO03_1601,Sponge Gardens East Out 03,636,-35.7256610970944,138.002192527055,WGS84,GPS,2016-01-19T13:30:00Z,1/01/1900 9:20:47 AM,Stereo,153,54,228842,6042335,SHolland,BST,Core,19
SGEO04_1601,Sponge Gardens East Out 04,637,-35.7260960340499,138.004917986691,WGS84,GPS,2016-01-19T13:30:00Z,1/01/1900 9:27:44 AM,Stereo,153,54,229090,6042294,SHolland,BST,Core,19
SGWI01_1601,Sponge Gardens West In 01,661,-35.7288585416972,138.012196915224,WGS84,GPS,2016-01-20T13:30:00Z,1:30:22 PM,Stereo,73,54,229758,6042008,SHolland,BST,Core,19.3
SGWI02_1601,Sponge Gardens West In 02,660,-35.7307157199829,138.015982098877,WGS84,GPS,2016-01-20T13:30:00Z,1:23:32 PM,Stereo,73,54,230107,6041812,SHolland,BST,Core,19.2
SGWI03_1601,Sponge Gardens West In 03,659,-35.7329538557678,138.020087471231,WGS84,GPS,2016-01-20T13:30:00Z,1:15:25 PM,Stereo,73,54,230486,6041575,SHolland,BST,Core,19.3
SGWI04_1601,Sponge Gardens West In 04,658,-35.7350702024996,138.021837109699,WGS84,GPS,2016-01-20T13:30:00Z,1:07:26 PM,Stereo,73,54,230652,6041345,SHolland,BST,Core,19.4
SGWO01_1601,Sponge Gardens West Out 01,643,-35.7156482432037,137.933999877423,WGS84,GPS,2016-01-19T13:30:00Z,12:54:08 PM,Stereo,201,53,765418,6043620,SHolland,BST,Core,19.9
SGWO02_1601,Sponge Gardens West Out 02,644,-35.715884109959,137.936130976304,WGS84,GPS,2016-01-19T13:30:00Z,12:58:55 PM,Stereo,201,53,765610,6043588,SHolland,BST,Core,20
SGWO03_1601,Sponge Gardens West Out 03,646,-35.715841948986,137.937979688867,WGS84,GPS,2016-01-19T13:30:00Z,1:04:50 PM,Stereo,201,53,765777,6043588,SHolland,BST,Core,19.8
SGWO04_1601,Sponge Gardens West Out 04,647,-35.7160201482474,137.940277587622,WGS84,GPS,2016-01-19T13:30:00Z,1:12:45 PM,Stereo,201,53,765985,6043562,SHolland,BST,Core,19.8
CCNI01_1503,Cape du Couedic A,84,-36.06024,136.72002,GDA94,GPS,2015-03-26T13:30:00Z,9:27:00 AM,Stereo,77,53,654911,6008001,DColella,BST,Core,NA
CCNI03_1503,Cape du Couedic A,86,-36.05718,136.72335,GDA94,GPS,2015-03-26T13:30:00Z,9:30:00 AM,Stereo,77,53,655216,6008335,DColella,BST,Core,NA
CCNI04_1503,Cape du Couedic A,101,-36.0555,136.7251,GDA94,GPS,2015-03-26T13:30:00Z,9:31:00 AM,Stereo,77,53,655377,6008519,DColella,BST,Core,NA
CCEI01_1503,Cape du Couedic B,100,-36.0866,136.7573,GDA94,GPS,2015-03-26T13:30:00Z,10:04:00 AM,Stereo,77,53,658216,6005017,DColella,BST,Core,NA
CCEI02_1503,Cape du Couedic B,87,-36.08449,136.75765,GDA94,GPS,2015-03-26T13:30:00Z,10:06:00 AM,Stereo,77,53,658251,6005250,DColella,BST,Core,NA
CCEI03_1503,Cape du Couedic B,88,-36.08253,136.75726,GDA94,GPS,2015-03-26T13:30:00Z,10:07:00 AM,Stereo,77,53,658220,6005468,DColella,BST,Core,NA
CCCI01_1503,Cape du Couedic C,90,-36.07785,136.74165,GDA94,GPS,2015-03-26T13:30:00Z,1:26:00 PM,Stereo,77,53,656824,6006013,DColella,BST,Core,NA
CCCI04_1503,Cape du Couedic C,93,-36.07792,136.72516,GDA94,GPS,2015-03-26T13:30:00Z,1:37:00 PM,Stereo,77,53,655339,6006032,DColella,BST,Core,NA
CCSI01_1503,Cape du Couedic D,94,-36.08212,136.71523,GDA94,GPS,2015-03-26T13:30:00Z,1:50:00 PM,Stereo,77,53,654436,6005582,DColella,BST,Core,NA
CCSI02_1503,Cape du Couedic D,95,-36.08264,136.71852,GDA94,GPS,2015-03-26T13:30:00Z,1:52:00 PM,Stereo,77,53,654732,6005519,DColella,BST,Core,NA
CCSI03_1503,Cape du Couedic D,96,-36.0829,136.72183,GDA94,GPS,2015-03-26T13:30:00Z,1:55:00 PM,Stereo,77,53,655029,6005484,DColella,BST,Core,NA
CCSI04_1503,Cape du Couedic D,97,-36.0833,136.72541,GDA94,GPS,2015-03-26T13:30:00Z,1:57:00 PM,Stereo,77,53,655351,6005434,DColella,BST,Core,NA
ISDI01_1503,Dog Island,58,-32.50117,133.32629,GDA94,GPS,2015-03-22T13:30:00Z,9:10:00 AM,Stereo,11,53,342766,6402777,DColella,BST,Core,NA
ISDI02_1503,Dog Island,59,-32.49787,133.32655,GDA94,GPS,2015-03-22T13:30:00Z,9:12:00 AM,Stereo,11,53,342784,6403143,DColella,BST,Core,NA
ISDI03_1503,Dog Island,60,-32.49524,133.32648,GDA94,GPS,2015-03-22T13:30:00Z,9:14:00 AM,Stereo,11,53,342773,6403435,DColella,BST,Core,NA
ISEO01_1503,Evans Island,54,-32.37308,133.48834,GDA94,GPS,2015-03-21T13:30:00Z,11:41:00 AM,Stereo,116,53,357790,6417205,DColella,BST,Core,NA
ISEO03_1503,Evans Island,56,-32.37994,133.4882,GDA94,GPS,2015-03-21T13:30:00Z,11:47:00 AM,Stereo,116,53,357787,6416445,DColella,BST,Core,NA
ISEO04_1503,Evans Island,57,-32.38347,133.48554,GDA94,GPS,2015-03-21T13:30:00Z,11:52:00 AM,Stereo,116,53,357543,6416050,DColella,BST,Core,NA
ISFI01_1503,Fenelon Island,38,-32.57256,133.28561,GDA94,GPS,2015-03-20T13:30:00Z,10:34:00 AM,Stereo,11,53,339071,6394801,DColella,BST,Core,NA
ISFI02_1503,Fenelon Island,39,-32.57402,133.28768,GDA94,GPS,2015-03-20T13:30:00Z,10:40:00 AM,Stereo,11,53,339268,6394642,DColella,BST,Core,NA
ISFI04_1503,Fenelon Island,41,-32.57903,133.29117,GDA94,GPS,2015-03-20T13:30:00Z,10:48:00 AM,Stereo,11,53,339604,6394092,DColella,BST,Core,NA
ISRO01_1503,Franklin Islands C,73,-32.45485,133.67367,GDA94,GPS,2015-03-23T13:30:00Z,8:39:00 AM,Stereo,116,53,375339,6408371,DColella,BST,Core,NA
ISRO02_1503,Franklin Islands C,74,-32.45337,133.67616,GDA94,GPS,2015-03-23T13:30:00Z,8:47:00 AM,Stereo,116,53,375571,6408538,DColella,BST,Core,NA
ISRO03_1503,Franklin Islands C,75,-32.45272,133.67843,GDA94,GPS,2015-03-23T13:30:00Z,8:48:00 AM,Stereo,116,53,375783,6408613,DColella,BST,Core,NA
ISRO04_1503,Franklin Islands C,76,-32.452,133.68089,GDA94,GPS,2015-03-23T13:30:00Z,8:51:00 AM,Stereo,116,53,376013,6408696,DColella,BST,Core,NA
ISFO01_1503,Freeling Island,45,-32.47564,133.33662,GDA94,GPS,2015-03-20T13:30:00Z,2:44:00 PM,Stereo,114,53,343692,6405623,DColella,BST,Core,NA
ISFO02_1503,Freeling Island,44,-32.4744,133.33893,GDA94,GPS,2015-03-20T13:30:00Z,2:40:00 PM,Stereo,114,53,343907,6405764,DColella,BST,Core,NA
ISLO01_1503,Lacey Island,50,-32.39202,133.37432,GDA94,GPS,2015-03-21T13:30:00Z,10:38:00 AM,Stereo,114,53,347094,6414948,DColella,BST,Core,NA
ISLO02_1503,Lacey Island,51,-32.39192,133.36942,GDA94,GPS,2015-03-21T13:30:00Z,10:42:00 AM,Stereo,114,53,346633,6414952,DColella,BST,Core,NA
ISLO03_1503,Lacey Island,52,-32.39192,133.37149,GDA94,GPS,2015-03-21T13:30:00Z,10:46:00 AM,Stereo,114,53,346828,6414955,DColella,BST,Core,NA
ISMI01_1503,Massilon Island,34,-32.55123,133.28634,GDA94,GPS,2015-03-20T13:30:00Z,9:47:00 AM,Stereo,11,53,339101,6397167,DColella,BST,Core,NA
ISMI02_1503,Massilon Island,35,-32.55177,133.28882,GDA94,GPS,2015-03-20T13:30:00Z,9:49:00 AM,Stereo,11,53,339335,6397111,DColella,BST,Core,NA
ISMI03_1503,Massilon Island,36,-32.55222,133.291,GDA94,GPS,2015-03-20T13:30:00Z,10:00:00 AM,Stereo,11,53,339541,6397064,DColella,BST,Core,NA
ISMI04_1503,Massilon Island,37,-32.55291,133.2934,GDA94,GPS,2015-03-20T13:30:00Z,10:06:00 AM,Stereo,11,53,339767,6396991,DColella,BST,Core,NA
ISPI01_1503,Petrel Cove - St Francis Island,62,-32.49106,133.30471,GDA94,GPS,2015-03-22T13:30:00Z,9:33:00 AM,Stereo,11,53,340720,6403866,DColella,BST,Core,NA
ISPI02_1503,Petrel Cove - St Francis Island,63,-32.48982,133.30282,GDA94,GPS,2015-03-22T13:30:00Z,9:36:00 AM,Stereo,11,53,340540,6404001,DColella,BST,Core,NA
ISPI03_1503,Petrel Cove - St Francis Island,64,-32.49023,133.2974,GDA94,GPS,2015-03-22T13:30:00Z,9:40:00 AM,Stereo,11,53,340032,6403947,DColella,BST,Core,NA
ISPI04_1503,Petrel Cove - St Francis Island,65,-32.4901,133.29453,GDA94,GPS,2015-03-22T13:30:00Z,9:45:00 AM,Stereo,11,53,339762,6403957,DColella,BST,Core,NA
ISSI01_1503,St Francis Island,49,-32.50807,133.31211,GDA94,GPS,2015-03-20T13:30:00Z,3:33:00 PM,Stereo,11,53,341445,6401991,DColella,BST,Core,NA
ISSI02_1503,St Francis Island,47,-32.51767,133.30823,GDA94,GPS,2015-03-20T13:30:00Z,3:15:00 PM,Stereo,11,53,341098,6400921,DColella,BST,Core,NA
ISSI03_1503,St Francis Island,48,-32.52035,133.31191,GDA94,GPS,2015-03-20T13:30:00Z,3:21:00 PM,Stereo,11,53,341448,6400629,DColella,BST,Core,NA
ISSI04_1503,St Francis Island,46,-32.52095,133.30877,GDA94,GPS,2015-03-20T13:30:00Z,3:10:00 PM,Stereo,11,53,341154,6400558,DColella,BST,Core,NA
PESI01_1503,Pearson Island South In 01,103,-33.9636,134.2747,WGS84,GPS,2015-03-23T13:30:00Z,8:30:00 AM,Stereo,23,53,432991,6241643,DColella,BST,Core,NA
