FAMILY,GENUS,SPECIES,CODE,Min length,Max length 
Triphoridae,Metaxia,NA,24185921,NA,NA
Triphoridae,Monophorus,NA,24185922,NA,NA
Triphoridae,Mesophora,mellita,24185125,NA,NA
Triphoridae,Eutriphora,NA,24185909,NA,NA
Triphoridae,Teretriphora,novapostrema,24185055,NA,NA
Triphoridae,Iniforis,violacea,24185042,NA,NA
Triphoridae,Iniforis,zonata,24185043,NA,NA
Triphoridae,Iniforis,porrecta,24185044,NA,NA
Triphoridae,Metaxia,protolineata,24185045,NA,NA
Triphoridae,Seilarex,turritelliformis,24185046,NA,NA
Triphoridae,Inella,obliqua,24185047,NA,NA
Triphoridae,Inella,obtusa,24185048,NA,NA
Triphoridae,Inella,kimblae,24185049,NA,NA
Triphoridae,Monophorus,australica,24185050,NA,NA
Triphoridae,Monophorus,nigrofusca,24185051,NA,NA
Triphoridae,Brucetriphora,iniqua,24185052,NA,NA
Triphoridae,Isotriphora,aureovincta,24185068,NA,NA
Triphoridae,Teretriphora,ponderorum,24185054,NA,NA
Triphoridae,Opimaphora,sarcira,24185039,NA,NA
Triphoridae,Hedleytriphora,innotabilis,24185056,NA,NA
Triphoridae,Hedleytriphora,basimacula,24185057,NA,NA
Triphoridae,Latitriphora,conferta,24185058,NA,NA
Triphoridae,Latitriphora,kesteveni,24185059,NA,NA
Triphoridae,Mesophora,granosa,24185060,NA,NA
Triphoridae,Euthymella,elegans,24185061,NA,NA
Triphoridae,Eutriphora,tricolor,24185062,NA,NA
Triphoridae,Eutriphora,pseudocana,24185063,NA,NA
Triphoridae,Isotriphora,amesthystina,24185064,NA,NA
Triphoridae,Isotriphora,disjuncta,24185065,NA,NA
Triphoridae,Isotriphora,simulata,24185066,NA,NA
Triphoridae,Mesophora,montusa,24185127,NA,NA
Triphoridae,Teretriphora,gemmegens,24185053,NA,NA
Triphoridae,Monophorus,angasi,24185027,NA,NA
Pyramidellidae,Turbonilla,lamyi,24245118,NA,NA
Triphoridae,Viriola,truncata,24185014,NA,NA
Triphoridae,Hedleytriphora,elata,24185015,NA,NA
Triphoridae,Hedleytriphora,fasciata,24185016,NA,NA
Triphoridae,Hedleytriphora,scitula,24185017,NA,NA
Triphoridae,Viriolopsis,occidua,24185018,NA,NA
Triphoridae,Euthymella,elongata,24185019,NA,NA
Triphoridae,Aclophoropsis,festiva,24185020,NA,NA
Triphoridae,Aclophoropsis,maculosa,24185021,NA,NA
Triphoridae,Bouchetriphora,pallida,24185022,NA,NA
Triphoridae,Bouchetriphora,aspergata,24185023,NA,NA
Triphoridae,Bouchetriphora,marrowi,24185024,NA,NA
Triphoridae,Mastoniaeforis,insulana,24185041,NA,NA
Triphoridae,Mesophora,fusca,24185026,NA,NA
Triphoridae,Mastonia,rubra,24185040,NA,NA
Triphoridae,Subulophora,rutilans,24185028,NA,NA
Triphoridae,Brucetriphora,mcgilpi,24185029,NA,NA
Triphoridae,Brucetriphora,granifera,24185030,NA,NA
Triphoridae,Sagenotriphora,ampulla,24185031,NA,NA
Triphoridae,Cheirodonta,labiata,24185032,NA,NA
Triphoridae,Magnosinister,hedleyi,24185033,NA,NA
Triphoridae,Inella,intercalaris,24185034,NA,NA
Triphoridae,Inella,spina,24185035,NA,NA
Triphoridae,Inella,carinata,24185036,NA,NA
Triphoridae,Hypotriphora,subula,24185037,NA,NA
Triphoridae,Nanaphora,leucomys,24185038,NA,NA
Triphoridae,Nototriphora,regina,24185069,NA,NA
Triphoridae,Obesula,mamillata,24185025,NA,NA
Triphoridae,Mastoniaeforis,decorata,24185112,NA,NA
Triphoridae,Iniforis,ordinata,24185099,NA,NA
Triphoridae,Iniforis,tuberia,24185100,NA,NA
Triphoridae,Liniphora,restis,24185101,NA,NA
Triphoridae,Mastonia,anomala,24185102,NA,NA
Triphoridae,Mastonia,cnodax,24185103,NA,NA
Triphoridae,Mastonia,funebris,24185104,NA,NA
Triphoridae,Mastonia,iris,24185105,NA,NA
Triphoridae,Mastonia,monilifera,24185106,NA,NA
Triphoridae,Mastonia,obtusa,24185107,NA,NA
Triphoridae,Mastonia,paenites,24185108,NA,NA
Triphoridae,Mastonia,papillata,24185109,NA,NA
Triphoridae,Isotriphora,vercoi,24185067,NA,NA
Triphoridae,Mastoniaeforis,australis,24185111,NA,NA
Triphoridae,Inella,verrucosa,24185096,NA,NA
Triphoridae,Mastoniaeforis,projecta,24185113,NA,NA
Triphoridae,Mastoniaeforis,radix,24185114,NA,NA
Triphoridae,Mesophora,albocaelarea,24185115,NA,NA
Triphoridae,Mesophora,arafura,24185116,NA,NA
Triphoridae,Mesophora,calcara,24185117,NA,NA
Triphoridae,Mesophora,capricornia,24185118,NA,NA
Triphoridae,Mesophora,continens,24185119,NA,NA
Triphoridae,Mesophora,dolicha,24185120,NA,NA
Triphoridae,Mesophora,eximia,24185121,NA,NA
Triphoridae,Mesophora,fulva,24185122,NA,NA
Triphoridae,Mesophora,inconspicua,24185123,NA,NA
Triphoridae,Mesophora,iniqua,24185124,NA,NA
Triphoridae,Mesophora,ustulata,24185110,NA,NA
Triphoridae,Aclophora,kerslakei,24185084,NA,NA
Triphoridae,Nototriphora,sarcira,24185070,NA,NA
Triphoridae,Nototriphora,unicarinata,24185071,NA,NA
Triphoridae,Obesula,albovittata,24185072,NA,NA
Triphoridae,Obesula,profundior,24185073,NA,NA
Triphoridae,Obesula,tribulationis,24185074,NA,NA
Triphoridae,Aclophora,xystica,24185075,NA,NA
Triphoridae,Aclophoropsis,univitta,24185076,NA,NA
Triphoridae,Nanaphora,tricolor,24185077,NA,NA
Triphoridae,Triphora,delicatula,24185078,NA,NA
Triphoridae,Aclophora,albozonata,24185079,NA,NA
Triphoridae,Aclophora,alveata,24185080,NA,NA
Triphoridae,Aclophora,axialis,24185081,NA,NA
Triphoridae,Iniforis,ducosensis,24185098,NA,NA
Triphoridae,Aclophora,islandica,24185083,NA,NA
Triphoridae,Iniforis,concors,24185097,NA,NA
Triphoridae,Aclophora,linearis,24185085,NA,NA
Triphoridae,Aclophora,tropica,24185086,NA,NA
Triphoridae,Cautor,intermissus,24185087,NA,NA
Triphoridae,Cautor,marceda,24185088,NA,NA
Triphoridae,Cautor,tubularis,24185089,NA,NA
Triphoridae,Euthymella,alternata,24185090,NA,NA
Triphoridae,Euthymella,pilea,24185091,NA,NA
Triphoridae,Eutriphora,dexia,24185092,NA,NA
Triphoridae,Inella,acicula,24185093,NA,NA
Triphoridae,Inella,gigas,24185094,NA,NA
Triphoridae,Cautotriphora,pavimenta,24185095,NA,NA
Certhiopsidae,Socienna,apicicostata,24186017,NA,NA
Triphoridae,Aclophora,cancellata,24185082,NA,NA
Epitoniidae,Epitonium,fasciatum,24191026,NA,NA
Epitoniidae,Plastiscala,verconis,24191013,NA,NA
Epitoniidae,Cirsotrema,translucida,24191014,NA,NA
Epitoniidae,Cirsotrema,fregata,24191015,NA,NA
Epitoniidae,Eglisia,tricarinata,24191016,NA,NA
Epitoniidae,Epitonium,acanthopleura,24191017,NA,NA
Epitoniidae,Epitonium,alata,24191018,NA,NA
Epitoniidae,Epitonium,auritum,24191019,NA,NA
Epitoniidae,Epitonium,barissum,24191020,NA,NA
Epitoniidae,Epitonium,bullatum,24191021,NA,NA
Epitoniidae,Epitonium,christyi,24191022,NA,NA
Epitoniidae,Epitonium,coretum,24191023,NA,NA
Epitoniidae,Epitonium,pyramidale,24191039,NA,NA
Epitoniidae,Epitonium,fabia,24191025,NA,NA
Epitoniidae,Cirsotrema,varicosum,24191010,NA,NA
Epitoniidae,Epitonium,godfreyi,24191027,NA,NA
Epitoniidae,Epitonium,tenellum,24191028,NA,NA
Epitoniidae,Cycloscala,hyalina,24191029,NA,NA
Epitoniidae,Epitonium,jukesianum,24191030,NA,NA
Epitoniidae,Epitonium,lyra,24191031,NA,NA
Epitoniidae,Epitonium,marmoratum,24191032,NA,NA
Epitoniidae,Epitonium,neglectum,24191033,NA,NA
Epitoniidae,Epitonium,parspeciosum,24191034,NA,NA
Epitoniidae,Epitonium,lamellosum,24191035,NA,NA
Epitoniidae,Epitonium,philippinarum,24191036,NA,NA
Epitoniidae,Epitonium,pindasum,24191037,NA,NA
Certhiopsidae,Specula,regina,24186015,NA,NA
Epitoniidae,Epitonium,delicatulum,24191024,NA,NA
Janthinidae,Janthina,NA,24190901,NA,NA
Certhiopsidae,Tubercliopsis,NA,24186918,NA,NA
Certhiopsidae,Zaclys,NA,24186919,NA,NA
Newtoniellidae,Eumetula,NA,24186920,NA,NA
Certhiopsidae,Tasmalira,NA,24186921,NA,NA
Certhiopsidae,NA,NA,24186951,NA,NA
Newtoniellidae,NA,NA,24186952,NA,NA
Janthinidae,NA,NA,2419e4,NA,NA
Janthinidae,Janthina,exigua,24190001,NA,NA
Janthinidae,Janthina,janthina,24190002,NA,NA
Janthinidae,Janthina,pallida,24190003,NA,NA
Janthinidae,Recluzia,hargravesi,24190004,NA,NA
Janthinidae,Janthina,globosa,24190005,NA,NA
Epitoniidae,Plastiscala,invalida,24191012,NA,NA
Janthinidae,Recluzia,lutea,24190007,NA,NA
Epitoniidae,Plastiscala,morchi,24191011,NA,NA
Janthinidae,Recluzia,NA,24190902,NA,NA
Epitoniidae,NA,NA,24191e3,NA,NA
Epitoniidae,Epitonium,imperiale,24191001,NA,NA
Epitoniidae,Epitonium,pallasi,24191002,NA,NA
Epitoniidae,Narvaliscala,dorysa,24191003,NA,NA
Epitoniidae,Cirsotrema,martyr,24191004,NA,NA
Epitoniidae,Epitonium,thrasys,24191005,NA,NA
Epitoniidae,Opalia,granosa,24191006,NA,NA
Epitoniidae,Amaea,acuminata,24191007,NA,NA
Epitoniidae,Cirsotrema,bavayi,24191008,NA,NA
Epitoniidae,Cirsotrema,kieneri,24191009,NA,NA
Epitoniidae,Epitonium,replicatum,24191040,NA,NA
Janthinidae,Janthina,umbilicata,24190006,NA,NA
Epitoniidae,Epitonium,liliputanum,24191083,NA,NA
Epitoniidae,Epitonium,albolineatum,24191070,NA,NA
Epitoniidae,Epitonium,ancillottoi,24191071,NA,NA
Epitoniidae,Epitonium,antisoa,24191072,NA,NA
Epitoniidae,Epitonium,beachportense,24191073,NA,NA
Epitoniidae,Epitonium,bellicosum,24191074,NA,NA
Epitoniidae,Epitonium,bucknilli,24191075,NA,NA
Epitoniidae,Epitonium,carchedon,24191076,NA,NA
Epitoniidae,Epitonium,dentiscalpium,24191077,NA,NA
Epitoniidae,Epitonium,dubium,24191078,NA,NA
Epitoniidae,Epitonium,friabile,24191079,NA,NA
Epitoniidae,Epitonium,jousseaumei,24191080,NA,NA
Epitoniidae,Epitonium,platypleurum,24191038,NA,NA
Epitoniidae,Epitonium,latifasciatum,24191082,NA,NA
Epitoniidae,Epifungium,twilae,24191067,NA,NA
Epitoniidae,Epitonium,lineolatum,24191084,NA,NA
Epitoniidae,Epitonium,melior,24191085,NA,NA
Epitoniidae,Epitonium,minorum,24191086,NA,NA
Epitoniidae,Epitonium,obesum,24191087,NA,NA
Epitoniidae,Epitonium,obliquum,24191088,NA,NA
Epitoniidae,Epitonium,rubrolineatum,24191089,NA,NA
Epitoniidae,Epitonium,sandwichense,24191090,NA,NA
Epitoniidae,Epitonium,sowerbyanum,24191091,NA,NA
Epitoniidae,Epitonium,subauriculatum,24191092,NA,NA
Epitoniidae,Epitonium,symmetricum,24191093,NA,NA
Epitoniidae,Epitonium,tenuicostatum,24191094,NA,NA
Epitoniidae,Epitonium,tumidulum,24191095,NA,NA
Epitoniidae,Epitonium,irregulare,24191081,NA,NA
Epitoniidae,Acirsa,cookiana,24191055,NA,NA
Epitoniidae,Epitonium,scalare,24191041,NA,NA
Epitoniidae,Epitonium,sexcostum,24191042,NA,NA
Epitoniidae,Epitonium,stigmaticum,24191043,NA,NA
Epitoniidae,Epitonium,tacitum,24191044,NA,NA
Epitoniidae,Amaea,martinii,24191045,NA,NA
Epitoniidae,Murdochella,macrina,24191046,NA,NA
Epitoniidae,Opalia,apostolorum,24191047,NA,NA
Epitoniidae,Opalia,australis,24191048,NA,NA
Epitoniidae,Opalia,consors,24191049,NA,NA
Epitoniidae,Problitora,globula,24191050,NA,NA
Epitoniidae,Problitora,moerchi,24191051,NA,NA
Epitoniidae,Variciscala,raricostata,24191052,NA,NA
Epitoniidae,Epitonium,aculeatum,24191069,NA,NA
Epitoniidae,Epitonium,eltanini,24191054,NA,NA
Epitoniidae,Epifungium,ulu,24191068,NA,NA
Epitoniidae,Amaea,decussata,24191056,NA,NA
Epitoniidae,Amaea,hedleyi,24191057,NA,NA
Epitoniidae,Amaea,magnifica,24191058,NA,NA
Epitoniidae,Amaea,splendida,24191059,NA,NA
Epitoniidae,Amaea,sulcata,24191060,NA,NA
Epitoniidae,Boreoscala,zelebori,24191061,NA,NA
Epitoniidae,Cirsotrema,valida,24191062,NA,NA
Epitoniidae,Cycloscala,revoluta,24191063,NA,NA
Epitoniidae,Cylindriscala,distincta,24191064,NA,NA
Epitoniidae,Epidendrium,aureum,24191065,NA,NA
Epitoniidae,Epifungium,lochi,24191066,NA,NA
Certhiopsidae,Socienna,NA,24186915,NA,NA
Epitoniidae,Opalia,antarctica,24191053,NA,NA
Certhiopsidae,Joculator,minor,24186059,NA,NA
Certhiopsidae,Horologica,pinea,24186046,NA,NA
Certhiopsidae,Horologica,purpurea,24186047,NA,NA
Certhiopsidae,Horologica,telegraphica,24186048,NA,NA
Certhiopsidae,Joculator,abbreviata,24186049,NA,NA
Certhiopsidae,Joculator,albordina,24186050,NA,NA
Certhiopsidae,Joculator,albula,24186051,NA,NA
Certhiopsidae,Joculator,continens,24186052,NA,NA
Certhiopsidae,Joculator,flindersi,24186053,NA,NA
Certhiopsidae,Joculator,gracilis,24186054,NA,NA
Certhiopsidae,Joculator,hedleyi,24186055,NA,NA
Certhiopsidae,Joculator,introspecta,24186056,NA,NA
Certhiopsidae,Synthopsis,NA,24186917,NA,NA
Certhiopsidae,Joculator,minima,24186058,NA,NA
Certhiopsidae,Horologica,macrocephala,24186043,NA,NA
Certhiopsidae,Joculator,ovata,24186060,NA,NA
Certhiopsidae,Joculator,subula,24186061,NA,NA
Certhiopsidae,Joculator,tomacula,24186062,NA,NA
Certhiopsidae,Joculator,tribulationalis,24186063,NA,NA
Certhiopsidae,Joculator,varians,24186064,NA,NA
Certhiopsidae,Paraseila,ampulla,24186065,NA,NA
Certhiopsidae,Paraseila,halligani,24186066,NA,NA
Certhiopsidae,Pilaflexis,oculis,24186067,NA,NA
Certhiopsidae,Potenatomus,nanus,24186068,NA,NA
Certhiopsidae,Prolixodens,infracolor,24186069,NA,NA
Certhiopsidae,Seila,albosutura,24186070,NA,NA
Certhiopsidae,Seila,capricornia,24186071,NA,NA
Certhiopsidae,Joculator,melania,24186057,NA,NA
Certhiopsidae,Cerithiopsis,stylifera,24186031,NA,NA
Muricidae: Trophoninae,Benthoxystus,petterdi,24200205,NA,NA
Certhiopsidae,Pilaflexis,regularis,24186018,NA,NA
Certhiopsidae,Paraseila,heronensis,24186019,NA,NA
Newtoniellidae,Binda,tasmantis,24186020,NA,NA
Certhiopsidae,Seila,crocea,24186021,NA,NA
Certhiopsidae,Seila,marmorata,24186022,NA,NA
Newtoniellidae,Cerithiella,pileata,24186023,NA,NA
Certhiopsidae,Cerithiopsilla,antarctica,24186024,NA,NA
Newtoniellidae,Ataxocerithium,brazieri,24186025,NA,NA
Newtoniellidae,Ataxocerithium,applenum,24186026,NA,NA
Newtoniellidae,Ataxocerithium,gemmulatum,24186027,NA,NA
Newtoniellidae,Cerithiella,cacuminata,24186028,NA,NA
Certhiopsidae,Horologica,perligera,24186045,NA,NA
Certhiopsidae,Cerithiopsis,powelli,24186030,NA,NA
Certhiopsidae,Horologica,minareta,24186044,NA,NA
Certhiopsidae,Clathropsis,alternata,24186032,NA,NA
Certhiopsidae,Clathropsis,bicarinata,24186033,NA,NA
Certhiopsidae,Clathropsis,darwinensis,24186034,NA,NA
Certhiopsidae,Clathropsis,maritima,24186035,NA,NA
Certhiopsidae,Clathropsis,mellita,24186036,NA,NA
Certhiopsidae,Clathropsis,thornleyana,24186037,NA,NA
Certhiopsidae,Clathropsis,tripilia,24186038,NA,NA
Certhiopsidae,Clathropsis,turreta,24186039,NA,NA
Certhiopsidae,Horologica,albino,24186040,NA,NA
Certhiopsidae,Horologica,bicolor,24186041,NA,NA
Certhiopsidae,Horologica,bipartita,24186042,NA,NA
Certhiopsidae,Seila,iredalei,24186074,NA,NA
Certhiopsidae,Cerithiopsis,brunnea,24186029,NA,NA
Newtoniellidae,Cerithiella,NA,24186903,NA,NA
Certhiopsidae,Seila,cingulifera,24186072,NA,NA
Certhiopsidae,Tubercliopsis,lata,24186104,NA,NA
Certhiopsidae,Tubercliopsis,literalis,24186105,NA,NA
Certhiopsidae,Tubercliopsis,macalpinei,24186106,NA,NA
Certhiopsidae,Tubercliopsis,punicea,24186107,NA,NA
Certhiopsidae,Tubercliopsis,quinquepilia,24186108,NA,NA
Certhiopsidae,Tubercliopsis,septapilia,24186109,NA,NA
Certhiopsidae,Zaclys,semilaevis,24186110,NA,NA
Newtoniellidae,Certhiella,seymouriana,24186111,NA,NA
Newtoniellidae,Certhiella,antarctica,24186112,NA,NA
Newtoniellidae,Eumetula,dilecta,24186113,NA,NA
Newtoniellidae,Eumetula,strebeli,24186114,NA,NA
Certhiopsidae,Tubercliopsis,filofusca,24186102,NA,NA
Newtoniellidae,Ataxocerithium,NA,24186902,NA,NA
Certhiopsidae,Tubercliopsis,exigua,24186101,NA,NA
Certhiopsidae,Cerithiopsilla,NA,24186904,NA,NA
Certhiopsidae,Cerithiopsis,NA,24186905,NA,NA
Certhiopsidae,Clathropsis,NA,24186906,NA,NA
Newtoniellidae,Euseila,NA,24186907,NA,NA
Certhiopsidae,Horologica,NA,24186908,NA,NA
Certhiopsidae,Joculator,NA,24186909,NA,NA
Certhiopsidae,Paraseila,NA,24186910,NA,NA
Certhiopsidae,Pilaflexis,NA,24186911,NA,NA
Certhiopsidae,Potenatomus,NA,24186912,NA,NA
Certhiopsidae,Prolixodens,NA,24186913,NA,NA
Certhiopsidae,Seila,NA,24186914,NA,NA
Certhiopsidae,Tubercliopsis,dannevigi,24186016,NA,NA
Newtoniellidae,Altispecula,NA,24186901,NA,NA
Certhiopsidae,Socienna,trisculpta,24186088,NA,NA
Certhiopsidae,Specula,NA,24186916,NA,NA
Certhiopsidae,Seila,maculosa,24186075,NA,NA
Certhiopsidae,Seila,magna,24186076,NA,NA
Certhiopsidae,Seila,nigrofusca,24186077,NA,NA
Certhiopsidae,Seila,parva,24186078,NA,NA
Certhiopsidae,Seila,tenuis,24186079,NA,NA
Certhiopsidae,Socienna,angasi,24186080,NA,NA
Certhiopsidae,Socienna,clava,24186081,NA,NA
Certhiopsidae,Socienna,crassa,24186082,NA,NA
Certhiopsidae,Socienna,cylindricum,24186083,NA,NA
Certhiopsidae,Socienna,gregaria,24186084,NA,NA
Certhiopsidae,Socienna,hebes,24186085,NA,NA
Certhiopsidae,Tubercliopsis,georgensis,24186103,NA,NA
Certhiopsidae,Socienna,quadrispiralis,24186087,NA,NA
Certhiopsidae,Seila,insignis,24186073,NA,NA
Certhiopsidae,Specula,queenslandica,24186089,NA,NA
Certhiopsidae,Specula,turbonilloides,24186090,NA,NA
Certhiopsidae,Synthopsis,cancellata,24186091,NA,NA
Certhiopsidae,Synthopsis,columna,24186092,NA,NA
Certhiopsidae,Synthopsis,demissa,24186093,NA,NA
Certhiopsidae,Synthopsis,exilis,24186094,NA,NA
Certhiopsidae,Synthopsis,radix,24186095,NA,NA
Certhiopsidae,Synthopsis,virgula,24186096,NA,NA
Certhiopsidae,Tubercliopsis,bowenensis,24186097,NA,NA
Certhiopsidae,Tubercliopsis,capricornia,24186098,NA,NA
Certhiopsidae,Tubercliopsis,cessicus,24186099,NA,NA
Certhiopsidae,Tubercliopsis,elongata,24186100,NA,NA
Certhiopsidae,Socienna,jacksonensis,24186086,NA,NA
Columbellidae,Aesopus,spiculum,24203009,NA,NA
Buccinidae,Antistreptus,NA,24202969,NA,NA
Buccinidae,Falsimohnia,NA,24202970,NA,NA
Fasciolariidae,Filifusus,NA,24202971,NA,NA
Fasciolariidae,Australaria,NA,24202972,NA,NA
Columbellidae,NA,NA,24203e3,NA,NA
Columbellidae,Pyreneola,lurida,24203001,NA,NA
Columbellidae,Mitrella,lincolnensis,24203002,NA,NA
Columbellidae,Mitrella,semiconvexa,24203003,NA,NA
Columbellidae,Mitrella,nympha,24203004,NA,NA
Columbellidae,Pseudamycla,miltostoma,24203005,NA,NA
Columbellidae,Metanachis,jaspidea,24203006,NA,NA
Columbellidae,Zafra,vercoi,24203022,NA,NA
Columbellidae,Aesopus,plurisulcatus,24203008,NA,NA
Fasciolariidae,Ollaphon,NA,24202966,NA,NA
Columbellidae,Anachis,atkinsoni,24203010,NA,NA
Columbellidae,Anachis,beachportensis,24203011,NA,NA
Columbellidae,Anachis,cominellaeformis,24203012,NA,NA
Columbellidae,Anachis,dolicha,24203013,NA,NA
Columbellidae,Anachis,fenestrata,24203014,NA,NA
Columbellidae,Pyreneola,fulgida,24203015,NA,NA
Columbellidae,Mokumea,fuscolineata,24203016,NA,NA
Columbellidae,Metanachis,marquesa,24203017,NA,NA
Columbellidae,Anachis,miser,24203018,NA,NA
Columbellidae,Anachis,remoensis,24203019,NA,NA
Columbellidae,Zafra,smithi,24203020,NA,NA
Buccinidae,Manaria,NA,24202939,NA,NA
Columbellidae,Aesopus,pallidulus,24203007,NA,NA
Buccinidae,Probuccinum,NA,24202954,NA,NA
Buccinidae,Engina,alveolata,24202192,NA,NA
Buccinidae,Metula,NA,24202941,NA,NA
